# generated by generate_fluctuations.py
# config: configs/multiscan_lorentzian.yaml
# seed=12345 length_m=0.008 dx_m=5e-06 rho=0.5
# dW: {'type': 'lorentzian', 'sigma': 0.05, 'tau_m': 0.0002}
# dD: {'type': 'lorentzian', 'sigma': 0.06, 'tau_m': 0.0002}
# empirical: sigma_W=5.0000e-02 sigma_D=6.0000e-02 corr=+0.5001
# columns: s[m]   dW_over_W   dD_over_D
5.215000000e-03  -1.167395e-01  -1.935963e-01
5.220000000e-03  -1.054927e-01  -1.905493e-01
5.225000000e-03  -1.144484e-01  -2.179272e-01
5.230000000e-03  -1.075609e-01  -2.138055e-01
5.235000000e-03  -1.010177e-01  -2.150196e-01
5.240000000e-03  -1.041690e-01  -2.012584e-01
5.245000000e-03  -1.289059e-01  -2.071504e-01
5.250000000e-03  -1.285552e-01  -2.059174e-01
5.255000000e-03  -1.195550e-01  -1.865441e-01
5.260000000e-03  -1.078960e-01  -1.739865e-01
5.265000000e-03  -1.015165e-01  -1.496504e-01
5.270000000e-03  -1.155412e-01  -1.494831e-01
5.275000000e-03  -9.604572e-02  -1.180218e-01
5.280000000e-03  -9.697816e-02  -1.137567e-01
5.285000000e-03  -9.989469e-02  -1.095381e-01
5.290000000e-03  -1.061375e-01  -1.255935e-01
5.295000000e-03  -1.154907e-01  -1.186761e-01
5.300000000e-03  -1.128031e-01  -1.173499e-01
5.305000000e-03  -1.051506e-01  -1.154365e-01
5.310000000e-03  -1.163572e-01  -1.206171e-01
5.315000000e-03  -1.017029e-01  -1.099847e-01
5.320000000e-03  -1.007636e-01  -8.534986e-02
5.325000000e-03  -1.180252e-01  -1.021137e-01
5.330000000e-03  -1.097424e-01  -9.090153e-02
5.335000000e-03  -1.057315e-01  -7.588182e-02
5.340000000e-03  -1.057551e-01  -8.362671e-02
5.345000000e-03  -1.232946e-01  -1.178708e-01
5.350000000e-03  -1.064590e-01  -1.187213e-01
5.355000000e-03  -1.189225e-01  -1.140179e-01
5.360000000e-03  -1.240349e-01  -1.251700e-01
5.365000000e-03  -1.422694e-01  -1.457023e-01
5.370000000e-03  -1.484358e-01  -1.462722e-01
5.375000000e-03  -1.374140e-01  -1.326718e-01
5.380000000e-03  -1.171782e-01  -1.038983e-01
5.385000000e-03  -9.792245e-02  -8.829758e-02
5.390000000e-03  -7.406097e-02  -9.113440e-02
5.395000000e-03  -6.412802e-02  -6.436963e-02
5.400000000e-03  -6.628536e-02  -6.264592e-02
5.405000000e-03  -6.395399e-02  -7.750437e-02
5.410000000e-03  -7.182651e-02  -7.920321e-02
5.415000000e-03  -6.384449e-02  -5.731985e-02
5.420000000e-03  -7.373468e-02  -4.709358e-02
5.425000000e-03  -6.249113e-02  -4.225555e-02
5.430000000e-03  -5.805171e-02  -3.899071e-02
5.435000000e-03  -4.029115e-02  5.484273e-03
5.440000000e-03  -2.275727e-02  3.347184e-02
5.445000000e-03  -4.790001e-02  2.494980e-02
5.450000000e-03  -4.155146e-02  3.467506e-02
5.455000000e-03  -4.109061e-02  4.328043e-02
5.460000000e-03  -1.165389e-02  8.634469e-02
5.465000000e-03  -6.653544e-03  1.018732e-01
5.470000000e-03  -1.835518e-02  9.036704e-02
5.475000000e-03  -7.516425e-03  9.041971e-02
5.480000000e-03  9.240331e-03  7.379628e-02
5.485000000e-03  8.166949e-03  8.606162e-02
5.490000000e-03  1.000395e-02  7.946880e-02
5.495000000e-03  1.208328e-02  7.637083e-02
5.500000000e-03  2.094572e-02  8.745185e-02
5.505000000e-03  3.068915e-02  9.053891e-02
5.510000000e-03  4.643562e-02  9.889596e-02
5.515000000e-03  3.769704e-02  1.000984e-01
5.520000000e-03  3.078726e-02  7.268308e-02
5.525000000e-03  2.500706e-02  8.213192e-02
5.530000000e-03  1.387150e-02  6.971119e-02
5.535000000e-03  -2.644267e-03  7.945592e-02
5.540000000e-03  5.670107e-03  8.368095e-02
5.545000000e-03  1.445142e-02  7.898109e-02
5.550000000e-03  8.048401e-03  6.779640e-02
5.555000000e-03  1.717839e-02  6.493940e-02
5.560000000e-03  1.250115e-02  5.550844e-02
5.565000000e-03  2.945776e-02  6.145457e-02
5.570000000e-03  3.553389e-02  8.108416e-02
5.575000000e-03  4.265147e-02  7.140139e-02
5.580000000e-03  4.403268e-02  7.048873e-02
5.585000000e-03  1.863835e-02  5.020810e-02
5.590000000e-03  3.068839e-02  5.431141e-02
5.595000000e-03  2.506302e-02  3.312075e-02
5.600000000e-03  2.597107e-02  3.763533e-02
5.605000000e-03  2.452138e-02  3.933956e-02
5.610000000e-03  1.884821e-02  4.038724e-02
5.615000000e-03  1.254322e-02  3.958408e-02
5.620000000e-03  8.663830e-03  4.070384e-02
5.625000000e-03  -1.153875e-02  3.223326e-02
5.630000000e-03  1.930657e-03  4.320485e-02
5.635000000e-03  2.940497e-03  4.206896e-02
5.640000000e-03  -1.283398e-02  3.274886e-02
5.645000000e-03  -2.613138e-03  2.763873e-02
5.650000000e-03  -3.406519e-03  2.175478e-02
5.655000000e-03  1.984058e-03  3.234585e-02
5.660000000e-03  1.387446e-02  4.945669e-02
5.665000000e-03  2.658238e-02  6.009142e-02
5.670000000e-03  1.629887e-02  5.108181e-02
5.675000000e-03  1.862142e-02  5.060635e-02
5.680000000e-03  1.773452e-02  6.972829e-02
5.685000000e-03  3.221836e-02  8.341619e-02
5.690000000e-03  5.544017e-02  7.968468e-02
5.695000000e-03  5.490046e-02  5.906754e-02
5.700000000e-03  4.867826e-02  4.746550e-02
5.705000000e-03  4.180832e-02  3.902947e-02
5.710000000e-03  4.529456e-02  1.170661e-02
5.715000000e-03  5.909387e-02  -5.260487e-03
5.720000000e-03  6.629907e-02  3.873220e-03
5.725000000e-03  5.851539e-02  -3.832055e-03
5.730000000e-03  5.503328e-02  -2.895197e-02
5.735000000e-03  7.577713e-02  -2.881977e-02
5.740000000e-03  8.165297e-02  -1.321905e-02
5.745000000e-03  9.010402e-02  -1.208617e-03
5.750000000e-03  9.274171e-02  -1.822056e-03
5.755000000e-03  1.017563e-01  -2.531479e-03
5.760000000e-03  1.032013e-01  -1.252033e-02
5.765000000e-03  1.142805e-01  -1.520412e-02
5.770000000e-03  1.148512e-01  -2.125630e-02
5.775000000e-03  1.316665e-01  -4.482923e-03
5.780000000e-03  1.349083e-01  -8.147615e-03
5.785000000e-03  1.336321e-01  6.463535e-03
5.790000000e-03  1.256722e-01  -1.322802e-03
5.795000000e-03  1.183183e-01  -1.401276e-04
5.800000000e-03  1.088684e-01  5.222430e-03
5.805000000e-03  9.642124e-02  -1.550562e-03
5.810000000e-03  8.628524e-02  2.905676e-03
5.815000000e-03  9.910999e-02  -5.234170e-03
5.820000000e-03  9.963937e-02  -1.827137e-02
5.825000000e-03  9.680720e-02  -1.704178e-02
5.830000000e-03  8.781566e-02  -1.723334e-02
5.835000000e-03  6.484008e-02  -2.693426e-02
5.840000000e-03  5.036854e-02  -7.918117e-03
5.845000000e-03  3.430646e-02  -2.679253e-03
5.850000000e-03  1.478563e-02  -4.913471e-03
5.855000000e-03  -3.068561e-03  -9.413626e-03
5.860000000e-03  1.874204e-02  -1.088909e-02
5.865000000e-03  3.976126e-02  1.196232e-03
5.870000000e-03  3.276654e-02  -4.403189e-02
5.875000000e-03  4.132849e-02  -4.524318e-02
5.880000000e-03  4.468636e-02  -5.132183e-02
5.885000000e-03  3.534727e-02  -5.639579e-02
5.890000000e-03  3.625415e-02  -7.633838e-02
5.895000000e-03  5.323731e-02  -7.521076e-02
5.900000000e-03  6.376000e-02  -9.815447e-02
5.905000000e-03  5.899310e-02  -9.368148e-02
5.910000000e-03  6.010145e-02  -8.986815e-02
5.915000000e-03  6.910945e-02  -8.057197e-02
5.920000000e-03  7.695036e-02  -8.810128e-02
5.925000000e-03  4.047897e-02  -1.056354e-01
5.930000000e-03  1.574360e-02  -1.130040e-01
5.935000000e-03  6.864205e-05  -1.069777e-01
5.940000000e-03  -8.107237e-03  -1.073379e-01
5.945000000e-03  -7.925375e-03  -1.107899e-01
5.950000000e-03  -4.899290e-03  -1.148507e-01
5.955000000e-03  5.860830e-03  -1.151786e-01
5.960000000e-03  -1.150437e-02  -1.381170e-01
5.965000000e-03  -1.924972e-02  -1.417126e-01
5.970000000e-03  -3.731156e-03  -1.229802e-01
5.975000000e-03  -5.126792e-03  -1.049953e-01
5.980000000e-03  3.031722e-04  -1.055017e-01
5.985000000e-03  1.254351e-02  -1.171985e-01
5.990000000e-03  9.102156e-03  -1.127732e-01
5.995000000e-03  8.546099e-03  -9.959241e-02
6.000000000e-03  1.546325e-02  -8.348281e-02
6.005000000e-03  1.895542e-02  -7.145925e-02
6.010000000e-03  2.824054e-03  -5.989296e-02
6.015000000e-03  -1.557223e-03  -5.310910e-02
6.020000000e-03  -9.253446e-03  -5.345492e-02
6.025000000e-03  -2.037990e-02  -4.002537e-02
6.030000000e-03  -9.924718e-03  -4.016362e-02
6.035000000e-03  -2.405895e-03  -6.023471e-02
6.040000000e-03  -1.334172e-02  -8.634713e-02
6.045000000e-03  -4.235985e-02  -9.399330e-02
6.050000000e-03  -2.491902e-02  -7.754408e-02
6.055000000e-03  -2.602207e-02  -5.975891e-02
6.060000000e-03  -2.566745e-02  -6.687820e-02
6.065000000e-03  -2.327295e-02  -5.751727e-02
6.070000000e-03  -3.021720e-02  -4.495249e-02
6.075000000e-03  -1.028043e-02  -3.868510e-02
6.080000000e-03  -5.219273e-03  -4.266493e-02
6.085000000e-03  7.185113e-03  -3.947787e-02
6.090000000e-03  -1.112151e-02  -5.795626e-02
6.095000000e-03  -2.121584e-02  -5.776702e-02
6.100000000e-03  -8.230126e-03  -3.015740e-02
6.105000000e-03  -8.238876e-03  -3.192917e-02
6.110000000e-03  -1.455037e-02  -3.464430e-02
6.115000000e-03  -1.150562e-02  -3.379678e-02
6.120000000e-03  -2.267707e-02  -2.479727e-02
6.125000000e-03  -1.926734e-02  -3.116570e-02
6.130000000e-03  -1.270412e-02  -2.543553e-02
6.135000000e-03  -1.308872e-02  -2.823847e-02
6.140000000e-03  -1.481958e-02  -1.983488e-02
6.145000000e-03  -3.720573e-02  -3.103640e-02
6.150000000e-03  -3.967060e-02  -4.659589e-02
6.155000000e-03  -5.183471e-02  -5.361607e-02
6.160000000e-03  -4.400741e-02  -5.320677e-02
6.165000000e-03  -4.505895e-02  -4.832130e-02
6.170000000e-03  -5.223103e-02  -6.620099e-02
6.175000000e-03  -3.688378e-02  -6.159339e-02
6.180000000e-03  -3.743960e-02  -4.661994e-02
6.185000000e-03  -3.358559e-02  -5.192040e-02
6.190000000e-03  -1.461016e-02  -4.829830e-02
6.195000000e-03  -2.519443e-02  -6.256746e-02
6.200000000e-03  -2.740267e-02  -4.815522e-02
6.205000000e-03  -1.320581e-02  -5.779423e-02
6.210000000e-03  -1.234207e-02  -4.687224e-02
6.215000000e-03  -1.202637e-02  -4.488174e-02
6.220000000e-03  6.372911e-03  -3.566263e-02
6.225000000e-03  1.791721e-02  -1.501813e-02
6.230000000e-03  3.709648e-02  -1.516698e-02
6.235000000e-03  4.822777e-02  -1.289251e-02
6.240000000e-03  2.620518e-02  -3.505189e-02
6.245000000e-03  2.228558e-02  -2.790847e-02
6.250000000e-03  2.357945e-02  -3.634271e-02
6.255000000e-03  3.466765e-02  -2.949425e-02
6.260000000e-03  2.542889e-02  -2.354719e-02
6.265000000e-03  2.586758e-02  -6.562138e-03
6.270000000e-03  2.200593e-02  -1.612713e-02
6.275000000e-03  4.020305e-02  -1.344836e-02
6.280000000e-03  3.622364e-02  -1.043634e-02
6.285000000e-03  4.820031e-02  3.172690e-03
6.290000000e-03  5.098605e-02  -5.147194e-03
6.295000000e-03  4.918620e-02  3.258779e-03
6.300000000e-03  2.987660e-02  -1.053224e-02
6.305000000e-03  9.545639e-03  -2.552708e-02
6.310000000e-03  -5.623425e-03  -3.781993e-02
6.315000000e-03  -4.571440e-03  -3.841280e-02
6.320000000e-03  -5.301943e-03  -5.964948e-02
6.325000000e-03  -3.966574e-03  -6.905666e-02
6.330000000e-03  3.844604e-03  -3.656402e-02
6.335000000e-03  -3.944841e-04  -2.298013e-02
6.340000000e-03  -4.308749e-03  -1.524689e-02
6.345000000e-03  -1.302937e-02  -1.094162e-02
6.350000000e-03  -1.337820e-02  -2.851201e-03
6.355000000e-03  2.216735e-03  -5.207184e-04
6.360000000e-03  7.653924e-03  3.380732e-02
6.365000000e-03  1.379652e-02  3.192114e-02
6.370000000e-03  -1.003992e-02  2.892787e-03
6.375000000e-03  -3.420795e-02  -5.824489e-03
6.380000000e-03  -1.920432e-02  1.517411e-02
6.385000000e-03  6.738376e-03  6.441834e-02
6.390000000e-03  -8.681006e-03  5.567783e-02
6.395000000e-03  -2.062624e-02  1.734680e-02
6.400000000e-03  -2.044053e-02  2.468022e-02
6.405000000e-03  -2.869236e-02  3.678834e-02
6.410000000e-03  -3.837861e-02  1.337983e-02
6.415000000e-03  -1.749399e-02  2.224728e-02
6.420000000e-03  1.018596e-02  6.120473e-02
6.425000000e-03  1.687498e-02  6.613614e-02
6.430000000e-03  8.482754e-03  6.930338e-02
6.435000000e-03  1.111132e-02  6.663012e-02
6.440000000e-03  7.628589e-03  6.469691e-02
6.445000000e-03  1.831361e-02  6.931173e-02
6.450000000e-03  1.467364e-02  7.511603e-02
6.455000000e-03  -1.196432e-03  7.418005e-02
6.460000000e-03  -1.731349e-02  8.092509e-02
6.465000000e-03  -1.855973e-02  9.681394e-02
6.470000000e-03  -3.007285e-02  8.548471e-02
6.475000000e-03  -3.592436e-02  7.574610e-02
6.480000000e-03  -1.229106e-02  8.769832e-02
6.485000000e-03  -1.419746e-02  9.727095e-02
6.490000000e-03  -1.812249e-02  1.028437e-01
6.495000000e-03  -1.400956e-02  9.113650e-02
6.500000000e-03  -2.275958e-02  8.011534e-02
6.505000000e-03  -3.433201e-02  6.543440e-02
6.510000000e-03  -2.564763e-02  8.408339e-02
6.515000000e-03  -1.720460e-02  9.638290e-02
6.520000000e-03  -1.897275e-02  1.095583e-01
6.525000000e-03  -2.198444e-02  8.856437e-02
6.530000000e-03  -4.998727e-03  8.414293e-02
6.535000000e-03  6.489219e-03  9.918824e-02
6.540000000e-03  9.437586e-03  1.184665e-01
6.545000000e-03  4.102299e-03  1.227202e-01
6.550000000e-03  1.390591e-02  1.280668e-01
6.555000000e-03  1.720756e-02  1.064057e-01
6.560000000e-03  -4.243688e-03  7.138464e-02
6.565000000e-03  3.089618e-03  5.933947e-02
6.570000000e-03  1.198901e-02  5.962727e-02
6.575000000e-03  1.510967e-02  6.787781e-02
6.580000000e-03  2.314714e-02  6.632506e-02
6.585000000e-03  2.148761e-02  5.674264e-02
6.590000000e-03  -1.617168e-03  6.497496e-02
6.595000000e-03  8.417921e-03  6.339179e-02
6.600000000e-03  -3.172415e-03  4.813645e-02
6.605000000e-03  5.569361e-03  4.941221e-02
6.610000000e-03  1.704933e-02  7.978278e-02
6.615000000e-03  3.626167e-02  7.907627e-02
6.620000000e-03  5.690596e-02  8.350026e-02
6.625000000e-03  5.631660e-02  8.007465e-02
6.630000000e-03  5.501715e-02  7.105332e-02
6.635000000e-03  5.263192e-02  7.052331e-02
6.640000000e-03  6.952429e-02  7.366548e-02
6.645000000e-03  6.887356e-02  8.471110e-02
6.650000000e-03  6.360119e-02  9.418096e-02
6.655000000e-03  7.454793e-02  1.065920e-01
6.660000000e-03  9.037837e-02  1.159709e-01
6.665000000e-03  8.186576e-02  1.288870e-01
6.670000000e-03  8.621432e-02  1.301501e-01
6.675000000e-03  9.095426e-02  1.379572e-01
6.680000000e-03  9.090518e-02  1.490271e-01
6.685000000e-03  6.119851e-02  1.362690e-01
6.690000000e-03  3.060380e-02  1.042416e-01
6.695000000e-03  3.133423e-02  9.196293e-02
6.700000000e-03  1.715921e-02  7.439939e-02
6.705000000e-03  1.390832e-02  6.852266e-02
6.710000000e-03  -3.132806e-02  6.226480e-02
6.715000000e-03  -4.425588e-02  4.631537e-02
6.720000000e-03  -2.084698e-02  5.490654e-02
6.725000000e-03  -2.970233e-02  2.590427e-02
6.730000000e-03  -3.276724e-02  1.342362e-02
6.735000000e-03  -4.806641e-02  1.288312e-02
6.740000000e-03  -5.752232e-02  8.110924e-03
6.745000000e-03  -5.429553e-02  1.345854e-02
6.750000000e-03  -3.851132e-02  1.953171e-02
6.755000000e-03  -3.189177e-02  2.057885e-02
6.760000000e-03  -1.758064e-02  2.507069e-02
6.765000000e-03  -1.146297e-02  2.222688e-02
6.770000000e-03  7.935254e-03  1.020561e-02
6.775000000e-03  2.608975e-02  2.752365e-02
6.780000000e-03  3.476234e-02  6.636431e-02
6.785000000e-03  5.765079e-02  8.982918e-02
6.790000000e-03  7.429069e-02  8.093912e-02
6.795000000e-03  7.293797e-02  6.392665e-02
6.800000000e-03  7.166981e-02  6.853176e-02
6.805000000e-03  5.829054e-02  5.698317e-02
6.810000000e-03  4.818017e-02  5.796748e-02
6.815000000e-03  3.902219e-02  5.242477e-02
6.820000000e-03  4.773628e-02  4.831493e-02
6.825000000e-03  3.795696e-02  3.938207e-02
6.830000000e-03  2.452515e-02  2.713104e-02
6.835000000e-03  2.495034e-02  3.095865e-03
6.840000000e-03  2.301126e-02  1.356027e-02
6.845000000e-03  2.290757e-02  1.581664e-02
6.850000000e-03  3.092885e-02  1.837920e-02
6.855000000e-03  1.722153e-02  -2.384866e-04
6.860000000e-03  2.614559e-03  -2.959303e-02
6.865000000e-03  -2.027717e-03  -2.030707e-02
6.870000000e-03  -1.853153e-02  -1.304947e-02
6.875000000e-03  -2.395996e-02  -1.396444e-03
6.880000000e-03  -2.568743e-02  5.193517e-04
6.885000000e-03  -1.955148e-02  5.895799e-03
6.890000000e-03  -2.906717e-02  7.237164e-03
6.895000000e-03  -2.056721e-02  -9.500145e-03
6.900000000e-03  4.420026e-04  -2.304511e-03
6.905000000e-03  8.775906e-03  -2.264013e-02
6.910000000e-03  5.913743e-03  -2.861197e-02
6.915000000e-03  -1.966497e-02  -4.153904e-02
6.920000000e-03  -3.116740e-02  -4.672999e-02
6.925000000e-03  -2.706257e-02  -3.999756e-02
6.930000000e-03  -1.621375e-02  -2.105917e-02
6.935000000e-03  -1.678449e-02  -6.961637e-03
6.940000000e-03  -3.028738e-02  2.239377e-03
6.945000000e-03  -3.893433e-02  1.491542e-02
6.950000000e-03  -3.306706e-02  2.761635e-02
6.955000000e-03  -2.170423e-02  3.193299e-02
6.960000000e-03  -3.721718e-02  1.561499e-02
6.965000000e-03  -3.270279e-02  1.445601e-02
6.970000000e-03  -4.239962e-02  1.975293e-02
6.975000000e-03  -3.998352e-02  3.228795e-02
6.980000000e-03  -5.591963e-02  9.121319e-03
6.985000000e-03  -4.690868e-02  8.857863e-03
6.990000000e-03  -6.650070e-02  -1.712244e-02
6.995000000e-03  -8.380321e-02  -2.634881e-02
7.000000000e-03  -7.231306e-02  -2.485079e-02
7.005000000e-03  -6.571635e-02  9.582359e-03
7.010000000e-03  -4.171566e-02  6.303954e-02
7.015000000e-03  -2.517216e-02  6.410516e-02
7.020000000e-03  -2.698036e-02  6.474072e-02
7.025000000e-03  -1.580887e-02  6.457381e-02
7.030000000e-03  -1.510335e-02  7.104026e-02
7.035000000e-03  -2.152260e-02  7.843306e-02
7.040000000e-03  -2.600799e-02  6.784125e-02
7.045000000e-03  -1.473821e-02  7.719815e-02
7.050000000e-03  -8.657409e-03  8.254190e-02
7.055000000e-03  -6.602110e-03  7.673006e-02
7.060000000e-03  -1.200215e-02  8.630558e-02
7.065000000e-03  3.537657e-03  8.968026e-02
7.070000000e-03  -3.255462e-03  6.684994e-02
7.075000000e-03  1.199321e-02  6.814983e-02
7.080000000e-03  5.668035e-04  5.508669e-02
7.085000000e-03  -2.470198e-02  1.824806e-02
7.090000000e-03  -1.963283e-02  -1.638837e-03
7.095000000e-03  -1.254501e-03  5.684758e-03
7.100000000e-03  1.916082e-02  1.916884e-02
7.105000000e-03  2.883508e-02  3.050518e-02
7.110000000e-03  3.175052e-02  2.080451e-02
7.115000000e-03  2.735635e-02  2.277726e-02
7.120000000e-03  2.300478e-02  2.216044e-02
7.125000000e-03  6.805774e-03  2.069893e-02
7.130000000e-03  3.650991e-02  3.401820e-02
7.135000000e-03  5.581200e-02  4.845505e-02
7.140000000e-03  5.725785e-02  5.381453e-02
7.145000000e-03  7.691596e-02  7.207868e-02
7.150000000e-03  7.797823e-02  8.665881e-02
7.155000000e-03  7.927052e-02  9.186076e-02
7.160000000e-03  1.027859e-01  1.045911e-01
7.165000000e-03  9.109191e-02  1.032721e-01
7.170000000e-03  7.793725e-02  1.049668e-01
7.175000000e-03  7.463916e-02  8.707937e-02
7.180000000e-03  1.058908e-01  8.282647e-02
7.185000000e-03  1.002274e-01  7.011948e-02
7.190000000e-03  9.367137e-02  8.612745e-02
7.195000000e-03  1.033548e-01  8.864591e-02
7.200000000e-03  1.237746e-01  8.967422e-02
7.205000000e-03  1.132728e-01  7.257750e-02
7.210000000e-03  1.126651e-01  7.970308e-02
7.215000000e-03  1.028822e-01  6.973644e-02
7.220000000e-03  8.329021e-02  3.260686e-02
7.225000000e-03  8.036557e-02  5.021362e-02
7.230000000e-03  7.111448e-02  5.207394e-02
7.235000000e-03  6.989687e-02  6.007273e-02
7.240000000e-03  5.772453e-02  3.656432e-02
7.245000000e-03  4.681524e-02  3.591990e-02
7.250000000e-03  4.722939e-02  3.548388e-02
7.255000000e-03  5.253094e-02  3.466970e-02
7.260000000e-03  4.428342e-02  4.489224e-02
7.265000000e-03  2.549082e-02  4.402589e-02
7.270000000e-03  2.702746e-02  5.470730e-02
7.275000000e-03  8.917726e-03  2.442162e-02
7.280000000e-03  -1.488010e-02  8.925811e-03
7.285000000e-03  -1.489096e-02  8.204144e-03
7.290000000e-03  -1.034924e-02  2.603860e-02
7.295000000e-03  -1.771477e-02  2.944698e-02
7.300000000e-03  -1.577664e-02  1.772979e-02
7.305000000e-03  -3.426478e-02  1.035656e-02
7.310000000e-03  -2.234423e-02  -4.818648e-03
7.315000000e-03  -1.747102e-02  -2.297495e-02
7.320000000e-03  -4.142968e-02  -3.570520e-02
7.325000000e-03  -5.045036e-02  -5.250617e-02
7.330000000e-03  -5.950148e-02  -6.749880e-02
7.335000000e-03  -2.138109e-02  -1.920419e-02
7.340000000e-03  -4.337484e-03  1.171607e-02
7.345000000e-03  -1.672471e-03  1.367845e-02
7.350000000e-03  -1.217879e-02  1.027499e-02
7.355000000e-03  -1.410084e-02  3.331452e-03
7.360000000e-03  -8.640880e-03  3.376318e-04
7.365000000e-03  2.771111e-04  -5.924565e-04
7.370000000e-03  1.667123e-02  2.699034e-02
7.375000000e-03  1.422673e-02  3.795663e-02
7.380000000e-03  -5.001236e-03  3.279999e-02
7.385000000e-03  -9.330026e-03  1.140273e-02
7.390000000e-03  -9.397408e-03  1.017671e-02
7.395000000e-03  -2.406965e-02  3.096564e-02
7.400000000e-03  -3.061226e-02  3.400212e-02
7.405000000e-03  -2.014914e-02  4.808550e-02
7.410000000e-03  -3.125227e-03  6.618363e-02
7.415000000e-03  -1.582970e-02  6.515225e-02
7.420000000e-03  -1.991457e-03  6.951393e-02
7.425000000e-03  -6.795595e-03  6.272750e-02
7.430000000e-03  -3.126878e-03  7.093208e-02
7.435000000e-03  1.223998e-02  8.242383e-02
7.440000000e-03  2.228175e-02  7.646813e-02
7.445000000e-03  2.256517e-02  8.057515e-02
7.450000000e-03  1.044492e-02  6.623796e-02
7.455000000e-03  1.989392e-02  5.100971e-02
7.460000000e-03  2.079491e-02  4.529933e-02
7.465000000e-03  2.130081e-02  4.701125e-02
7.470000000e-03  3.433421e-02  5.126887e-02
7.475000000e-03  2.596722e-02  5.234238e-02
7.480000000e-03  2.284779e-02  4.511358e-02
7.485000000e-03  3.305609e-02  3.142405e-02
7.490000000e-03  3.394664e-02  4.798095e-02
7.495000000e-03  2.837440e-02  2.498323e-02
7.500000000e-03  2.364798e-02  2.035163e-03
7.505000000e-03  3.908200e-03  4.283990e-03
7.510000000e-03  -1.665491e-02  9.694085e-03
7.515000000e-03  -2.894007e-02  9.229745e-03
7.520000000e-03  -1.684220e-02  5.203457e-03
7.525000000e-03  -1.012239e-02  -5.175496e-03
7.530000000e-03  2.405511e-03  6.700784e-03
7.535000000e-03  4.814503e-03  1.713017e-02
7.540000000e-03  -1.027614e-02  1.642592e-02
7.545000000e-03  -6.340659e-03  4.259466e-02
7.550000000e-03  -1.702044e-02  3.401783e-02
7.555000000e-03  -1.021069e-02  1.557646e-02
7.560000000e-03  -1.017704e-02  1.917695e-02
7.565000000e-03  -1.458093e-02  2.108760e-02
7.570000000e-03  2.304639e-02  4.612448e-02
7.575000000e-03  2.880336e-02  2.675992e-02
7.580000000e-03  2.518737e-02  1.917395e-02
7.585000000e-03  -2.417928e-03  3.393294e-02
7.590000000e-03  -2.421845e-02  1.212009e-02
7.595000000e-03  -3.761171e-02  -2.180392e-02
7.600000000e-03  -3.798476e-02  -4.541881e-02
7.605000000e-03  -3.646859e-02  -6.468072e-02
7.610000000e-03  -2.562964e-02  -6.842865e-02
7.615000000e-03  -2.192962e-02  -5.495699e-02
7.620000000e-03  -1.821305e-02  -5.026929e-02
7.625000000e-03  -3.311464e-02  -4.714457e-02
7.630000000e-03  -2.511537e-02  -1.878277e-02
7.635000000e-03  -4.151584e-02  -2.014756e-02
7.640000000e-03  -3.823472e-02  -2.640515e-02
7.645000000e-03  -2.699083e-02  -1.461319e-02
7.650000000e-03  -2.149698e-02  -2.452735e-03
7.655000000e-03  -5.109374e-03  1.694167e-02
7.660000000e-03  -8.429232e-03  2.090258e-02
7.665000000e-03  -2.605715e-02  1.569904e-03
7.670000000e-03  -2.294961e-02  -6.892663e-03
7.675000000e-03  -1.705046e-02  -6.408004e-03
7.680000000e-03  -5.686882e-03  7.047956e-03
7.685000000e-03  -1.284922e-02  8.929016e-03
7.690000000e-03  -2.469286e-02  -7.944110e-03
7.695000000e-03  -7.405632e-03  6.270355e-03
7.700000000e-03  2.107653e-03  2.341144e-02
7.705000000e-03  -2.276563e-03  2.514911e-02
7.710000000e-03  -3.939816e-03  -3.565241e-03
7.715000000e-03  2.108548e-04  3.773034e-03
7.720000000e-03  6.639518e-04  5.547313e-03
7.725000000e-03  -6.122799e-03  -1.291200e-03
7.730000000e-03  -5.378292e-03  9.368840e-03
7.735000000e-03  -1.132095e-02  -5.058001e-03
7.740000000e-03  -2.531413e-02  -5.971441e-03
7.745000000e-03  -5.138255e-02  -3.993442e-02
7.750000000e-03  -6.333294e-02  -5.300926e-02
7.755000000e-03  -6.721611e-02  -6.974457e-02
7.760000000e-03  -4.488116e-02  -7.157417e-02
7.765000000e-03  -4.427029e-02  -6.445032e-02
7.770000000e-03  -4.108789e-02  -5.463620e-02
7.775000000e-03  -3.791305e-02  -4.852190e-02
7.780000000e-03  -4.321929e-02  -6.904071e-02
7.785000000e-03  -4.503322e-02  -7.024015e-02
7.790000000e-03  -4.493693e-02  -6.619027e-02
7.795000000e-03  -3.138185e-02  -5.987529e-02
7.800000000e-03  -3.148137e-02  -7.320432e-02
7.805000000e-03  -4.077794e-02  -6.891764e-02
7.810000000e-03  -3.426711e-02  -8.275809e-02
7.815000000e-03  -5.125139e-02  -1.088564e-01
7.820000000e-03  -3.929865e-02  -1.073173e-01
7.825000000e-03  -5.349226e-02  -1.163440e-01
7.830000000e-03  -5.728173e-02  -1.302863e-01
7.835000000e-03  -5.081811e-02  -1.348738e-01
7.840000000e-03  -4.912922e-02  -1.258157e-01
7.845000000e-03  -6.475209e-02  -1.292530e-01
7.850000000e-03  -6.691150e-02  -1.237194e-01
7.855000000e-03  -4.717765e-02  -1.140415e-01
7.860000000e-03  -3.571960e-02  -1.035344e-01
